DCA.License.Number,License.Type,License.Expiration.Date,License.Status,License.Creation.Date,Industry,Business.Name,Business.Name.2,Address.Building,Address.Street.Name,Secondary.Address.Street.Name,Address.City,Address.State,Address.ZIP,Contact.Phone.Number,Address.Borough,Borough.Code,Community.Board,Council.District,BIN,BBL,NTA,Census.Tract,Detail,Longitude,Latitude,Location,census_code,census_tract
1263445-DCA,Business,12/31/2023,Active,08/03/2007,Tobacco Retail Dealer,6743 GAS MART CORP.,,6743,4TH AVE,,BROOKLYN,NY,11220,7184913204,Brooklyn,3.0,310.0,43.0,3144700.0,3058550008.0,BK31,126.0,,-74.0229726621274,40.635933718322,"(40.63593371832199, -74.02297266212742)",360470126001007.0,12600
1050659-DCA,Business,12/31/2023,Active,11/09/2000,Tobacco Retail Dealer,A & R NEWS & CANDY CORP.,,110,W HOUSTON ST,,NEW YORK,NY,10012,212-598-5851,Manhattan,1.0,102.0,3.0,1008253.0,1005250026.0,MN23,65.0,,-74.0007937453739,40.7273753567209,"(40.727375356720934, -74.00079374537391)",360610065004000.0,6500
1426899-DCA,Business,12/31/2023,Active,04/27/2012,Tobacco Retail Dealer,HERMIN EMPIRES INC.,,3802,21ST ST,,ASTORIA,NY,11101,516-883-0975,Queens,4.0,401.0,26.0,4005327.0,4004710734.0,QN68,85.0,,-73.9392511706126,40.7573265290441,"(40.75732652904412, -73.93925117061258)",360810033022008.0,3302
2033438-1-DCA,Business,12/31/2023,Active,02/18/2016,Tobacco Retail Dealer,"HUDSON GROUP (HG) RETAIL, LLC",HUDSON STORE 1152 ( PORT AUTHORITY BUS TERM),625,8TH AVE,,NEW YORK,NY,10018,2125282436,Manhattan,1.0,104.0,3.0,1083268.0,1010320029.0,MN15,115.0,,-73.9905647817467,40.7561921123178,"(40.756192112317805, -73.99056478174674)",360610115001001.0,11500
2065767-1-DCA,Business,12/31/2023,Active,02/06/2018,Tobacco Retail Dealer,PRINCE OPTIMO LLC,,6011,METROPOLITAN AVE,,RIDGEWOOD,NY,11385,347-232-9909,Queens,4.0,405.0,30.0,4432597.0,4027360052.0,QN30,601.0,,-73.9050922950642,40.7128741017877,"(40.712874101787676, -73.90509229506421)",360810601002005.0,60100
2096188-1-DCA,Business,12/31/2023,Active,08/13/2020,Tobacco Retail Dealer,4TH QUICK DELI CORP,,5310,4TH AVE,,BROOKLYN,NY,11220,6462047957,Brooklyn,3.0,307.0,38.0,3014203.0,3008140041.0,,,,-74.0144606909485,40.6446717573644,"(40.64467175736437, -74.01446069094851)",360470076003000.0,7600
1427877-DCA,Business,12/31/2023,Active,05/04/2012,Tobacco Retail Dealer,10 NEIGHBORHOOD CANDY GROCERY CORP.,,10,W GUN HILL RD,,BRONX,NY,10467,646-226-5831,Bronx,2.0,207.0,11.0,2017708.0,2033240135.0,BX43,421.0,,-73.8816721994935,40.8829130980153,"(40.882913098015244, -73.88167219949348)",360050421002000.0,42100
2066535-1-DCA,Business,12/31/2023,Active,02/22/2018,Tobacco Retail Dealer,EXHALE VAPE CORP,,6380,AMBOY RD,,STATEN ISLAND,NY,10309,347-596-6510,Staten Island,5.0,503.0,51.0,5087259.0,5077020024.0,SI11,226.0,,-74.2168151354625,40.5221458404171,"(40.52214584041714, -74.2168151354625)",360850226014014.0,22601
1450559-DCA,Business,12/31/2023,Active,11/20/2012,Tobacco Retail Dealer,FAISAL EXPRESS ONE DELI CORP,,3083,MIDDLETOWN RD,,BRONX,NY,10461,347-621-0866,Bronx,2.0,210.0,13.0,2046183.0,2041730029.0,BX10,26602.0,,-73.8274096986027,40.8448113658819,"(40.84481136588192, -73.82740969860271)",360050266021001.0,26602
2011062-1-DCA,Business,12/31/2023,Active,07/23/2014,Tobacco Retail Dealer,AHMED GHALEB,,107,WILSON AVE,,BROOKLYN,NY,11237,718-322-0479,Brooklyn,3.0,304.0,34.0,3072498.0,3031860001.0,BK77,427.0,,-73.9269425524361,40.7014059463995,"(40.70140594639955, -73.92694255243607)",360470427001001.0,42700
2097662-1-DCA,Business,12/31/2023,Active,02/02/2021,Tobacco Retail Dealer,ECONOMIC MINIMARKET INC.,,9104,43RD AVE,,ELMHURST,NY,11373,7184248969,Queens,4.0,404.0,25.0,4039932.0,4016000005.0,,,,-73.8743199214644,40.7433581040286,"(40.74335810402864, -73.8743199214644)",360810463002001.0,46300
1100461-DCA,Business,12/31/2023,Active,01/29/2002,Tobacco Retail Dealer,"VASQUEZ, FELIX B",VASQUEZ DELI GROCERY,1959,CLINTON AVE,,BRONX,NY,10457,718-716-3571,Bronx,2.0,206.0,17.0,2012627.0,2030920044.0,BX17,371.0,,-73.890001919883,40.8450280160884,"(40.84502801608839, -73.890001919883)",360050371002004.0,37100
2097303-1-DCA,Business,12/31/2023,Active,12/24/2020,Tobacco Retail Dealer,FAMILY DELI & CONVENIENCE INC,,818,ONDERDONK AVE,,RIDGEWOOD,NY,11385,,Queens,4.0,405.0,34.0,4082796.0,4034630033.0,,,,-73.9042491005758,40.7022182247175,"(40.70221822471753, -73.90424910057575)",360810551003001.0,55100
2009788-2083-DCA,Business,12/31/2023,Active,06/19/2014,Tobacco Retail Dealer,ALJANOUB NATURAL DELI CORP,,740,BROADWAY,,BROOKLYN,NY,11206,718-384-4106,Brooklyn,3.0,301.0,33.0,3061513.0,3022760029.0,BK75,507.0,,-73.9423392068414,40.7009645476475,"(40.700964547647494, -73.94233920684144)",360470507001012.0,50700
2069908-1-DCA,Business,12/31/2023,Active,04/23/2018,Tobacco Retail Dealer,ANTONY DELI GROCERY INC.,,665,ONDERDONK AVE,,RIDGEWOOD,NY,11385,7183864158,Queens,4.0,405.0,34.0,4082882.0,4034670001.0,QN20,547.0,,-73.9077986452223,40.7043373379168,"(40.704337337916826, -73.90779864522229)",360810547001001.0,54700
2015580-1-DCA,Business,12/31/2023,Active,11/17/2014,Tobacco Retail Dealer,MONTERO'S DELI MINI MARKET CORP,,4118,JUNCTION BLVD,,CORONA,NY,11368,917-832-6330,Queens,4.0,404.0,21.0,4039899.0,4015980012.0,QN29,465.0,,-73.8684626353234,40.7471146193098,"(40.74711461930981, -73.86846263532341)",360810465001006.0,46500
2066610-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,BX22 DELI & GROCERY CORP,,670,CASTLE HILL AVE,,BRONX,NY,10473,3479633963,Bronx,2.0,209.0,18.0,2021950.0,2035750028.0,BX09,90.0,,-73.848373789049,40.8205445987574,"(40.82054459875742, -73.84837378904896)",360050090004003.0,9000
2017011-1-DCA,Business,12/31/2023,Active,01/05/2015,Tobacco Retail Dealer,ALI 2023 DELI & GROCERY LLC,,2023,7TH AVE,,NEW YORK,NY,10027,212-222-0622,Manhattan,1.0,110.0,9.0,1057676.0,1019060002.0,MN11,220.0,,-73.9500826549324,40.8065530651685,"(40.80655306516848, -73.95008265493243)",360610220001000.0,22000
2045843-1-DCA,Business,12/31/2023,Active,11/22/2016,Tobacco Retail Dealer,VR GROCERY INC,,16010,HILLSIDE AVE,,JAMAICA,NY,11432,718-487-4610,Queens,4.0,412.0,24.0,4208952.0,4097640060.0,QN61,44602.0,,-73.8016788113828,40.7080213921196,"(40.70802139211963, -73.80167881138276)",360810446022001.0,44602
2078832-1-DCA,Business,12/31/2023,Active,10/04/2018,Tobacco Retail Dealer,QUALITY #1 FOOD CORP,,2894,RICHMOND TER,,STATEN ISLAND,NY,10303,347-536-1915,Staten Island,5.0,501.0,49.0,5027409.0,5012110080.0,SI12,223.0,,-74.1565124292178,40.6368203647214,"(40.63682036472137, -74.1565124292178)",360850223001007.0,22300
2034110-1-DCA,Business,12/31/2023,Active,03/08/2016,Tobacco Retail Dealer,EXPRESS GROCERY INC,,22621,MERRICK BLVD,,LAURELTON,NY,11413,718-749-5963,Queens,4.0,413.0,31.0,4279349.0,4129650015.0,,,,-73.7436721191574,40.6772119567942,"(40.67721195679417, -73.74367211915735)",360810632002003.0,63200
1417507-DCA,Business,12/31/2023,Active,01/23/2012,Tobacco Retail Dealer,"YORK FUEL, INC.",,1760,FLATBUSH AVE,,BROOKLYN,NY,11210,718-951-0202,Brooklyn,3.0,318.0,45.0,3336763.0,3076170039.0,BK58,740.0,,-73.9416032694059,40.6270939427165,"(40.62709394271653, -73.94160326940586)",360470740002003.0,74000
2033083-1-DCA,Business,12/31/2023,Active,02/08/2016,Tobacco Retail Dealer,EVERGREEN ORGANIC FOODS & DELI INC,,2709,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10030,718-274-0900,Manhattan,1.0,110.0,9.0,1060776.0,1020440016.0,MN03,259.0,,-73.9424690900654,40.8221038521708,"(40.822103852170756, -73.94246909006537)",360610259002001.0,25900
1447933-DCA,Business,12/31/2023,Active,10/12/2012,Tobacco Retail Dealer,MADHAV CONVENIENCE AND GROCERY INC,,49,W 72ND ST,,NEW YORK,NY,10023,212-362-3460,Manhattan,1.0,107.0,6.0,1028632.0,1011250002.0,MN14,157.0,,-73.977689980271,40.7769543048324,"(40.776954304832394, -73.977689980271)",360610157002001.0,15700
2040086-1-DCA,Business,12/31/2023,Active,07/12/2016,Tobacco Retail Dealer,M&L FAMILY DELI GROCERY CORP,,4524,7TH AVE,,BROOKLYN,NY,11220,347-763-1422,Brooklyn,3.0,307.0,38.0,3011681.0,3007490046.0,BK34,96.0,,-74.0031926860805,40.6450733607519,"(40.64507336075192, -74.00319268608048)",360470096001001.0,9600
1222639-DCA,Business,12/31/2023,Active,04/03/2006,Tobacco Retail Dealer,"BUSY CORNER GROCERY, INC.",,801,KINGS HWY,,BROOKLYN,NY,11223,7186459833,Brooklyn,3.0,315.0,44.0,3177554.0,3066650024.0,BK25,418.0,,-73.9644865671818,40.6065283205316,"(40.60652832053156, -73.96448656718184)",360470418001003.0,41800
1157915-DCA,Business,12/31/2023,Active,12/29/2004,Tobacco Retail Dealer,"SEPANSKI, MARK A",,N/W/C,WEST   50 STREET,BROADWAY,NEW YORK,NY,10019,718-204-7941,Manhattan,1.0,105.0,4.0,,,,,,-73.9840483917395,40.7614228767644,"(40.76142287676439, -73.9840483917395)",360610125002000.0,12500
1044377-DCA,Business,12/31/2023,Active,12/05/2000,Tobacco Retail Dealer,"KEW CONVENIENCE STORE, INC.",,8045,KEW GARDENS RD,,KEW GARDENS,NY,11415,718-261-2389,Queens,4.0,409.0,29.0,4080149.0,4033580001.0,QN60,216.0,,-73.8301055740153,40.7133560249484,"(40.71335602494837, -73.83010557401528)",360810216011008.0,21601
1426737-DCA,Business,12/31/2023,Active,04/26/2012,Tobacco Retail Dealer,UNIV 45 FRUIT & VEGETABLE CORP,,45,UNIVERSITY PL,,NEW YORK,NY,10003,212-477-9159,Manhattan,1.0,102.0,2.0,1009094.0,1005610003.0,MN23,59.0,,-73.9941150197777,40.7323651744648,"(40.732365174464825, -73.99411501977774)",360610059005000.0,5900
2003078-789-DCA,Business,12/31/2023,Active,01/30/2014,Tobacco Retail Dealer,"MUTHANA, AHMED N.",F & S AND GROCERY,5124,FORT HAMILTON PKWY,,BROOKLYN,NY,11219,718-438-4149,Brooklyn,3.0,312.0,44.0,3138273.0,3056530017.0,BK88,114.0,,-73.9993298305373,40.63726723287,"(40.63726723286997, -73.99932983053728)",360470114002002.0,11400
1379143-DCA,Business,12/31/2023,Active,12/20/2010,Tobacco Retail Dealer,MP MINI MARKET CORP.,,13901,90TH AVE,,JAMAICA,NY,11435,347-303-6145,Queens,4.0,412.0,24.0,4213714.0,4099760019.0,QN61,212.0,,-73.8123807772975,40.7015040331132,"(40.701504033113224, -73.8123807772975)",360810212002000.0,21200
1361259-DCA,Business,12/31/2023,Active,07/06/2010,Tobacco Retail Dealer,"OH, EUGENE J",57 AND PARK NEWSSTAND,S/E/C,EAST   57 STREET,PARK AVENUE,NEW YORK,NY,10022,347-306-7955,Manhattan,1.0,105.0,4.0,,,,,,-73.9707498877828,40.7616096551409,"(40.7616096551409, -73.97074988778279)",360610112021005.0,11202
2009471-2007-DCA,Business,12/31/2023,Active,06/11/2014,Tobacco Retail Dealer,LISA DELI AND GROCERY INC,,7320,FOREST AVE,,RIDGEWOOD,NY,11385,718-366-7575,Queens,4.0,405.0,34.0,4086368.0,4035770040.0,QN20,557.0,,-73.8985908696891,40.6995289956763,"(40.69952899567631, -73.89859086968913)",360810557001003.0,55700
2079226-1-DCA,Business,12/31/2023,Active,10/18/2018,Tobacco Retail Dealer,"DAVIDOFF OF GENEVA (MADISON AVE.),LLC",,515,MADISON AVE,,NEW YORK,NY,10022,2127519060,Manhattan,1.0,105.0,4.0,1035728.0,1012890021.0,MN17,102.0,,-73.9737828755059,40.7596643620936,"(40.75966436209364, -73.97378287550589)",360610102001002.0,10200
2032943-1-DCA,Business,12/31/2023,Active,02/03/2016,Tobacco Retail Dealer,1302 EMPORIUM STAR INC,,1302,65TH ST,,BROOKLYN,NY,11219,718-785-2145,Brooklyn,3.0,310.0,38.0,3142277.0,3057540008.0,BK30,194.0,,-74.0011671906653,40.6257583307755,"(40.625758330775504, -74.00116719066533)",360470194002000.0,19400
2039096-1-DCA,Business,12/31/2023,Active,06/15/2016,Tobacco Retail Dealer,188 PARK DELI GROCERY CORP,,2457,UNIVERSITY AVE,,BRONX,NY,10468,3472695722,Bronx,2.0,207.0,14.0,2097290.0,2032190208.0,BX30,263.0,,-73.9039469865793,40.8643384815456,"(40.864338481545595, -73.90394698657933)",360050263003000.0,26300
1047021-DCA,Business,12/31/2023,Active,12/27/2000,Tobacco Retail Dealer,"WHITESTONE AUTO CENTER, INC.",,15065,CROSS ISLAND PKWY,,WHITESTONE,NY,11357,718-767-3410,Queens,4.0,407.0,19.0,4000000.0,4046970011.0,QN49,987.0,,-73.8111858086721,40.7872455118201,"(40.78724551182006, -73.8111858086721)",360810987002009.0,98700
2040734-1-DCA,Business,12/31/2023,Active,07/19/2016,Tobacco Retail Dealer,LITTLE MEXICO MINI MARKET INC.,,4014,ASTORIA BLVD,,ASTORIA,NY,11103,718-721-0210,Queens,4.0,401.0,22.0,4011507.0,4006860014.0,QN70,141.0,,-73.9107022321828,40.7688056684209,"(40.76880566842092, -73.91070223218276)",360810141001001.0,14100
1348053-DCA,Business,12/31/2023,Active,03/23/2010,Tobacco Retail Dealer,MOON CONVENIENCE & DELI INC.,,7402,NEW UTRECHT AVE,,BROOKLYN,NY,11204,347-312-3882,Brooklyn,3.0,311.0,43.0,3159556.0,3062140012.0,BK28,188.0,,-73.9997586700338,40.6164836859376,"(40.61648368593755, -73.99975867003378)",360470188001005.0,18800
1225901-DCA,Business,12/31/2023,Active,07/18/2008,Tobacco Retail Dealer,MEJIA MINI MARKET CORP,,1010,LONGWOOD AVE,,BRONX,NY,10459,718-861-5966,Bronx,2.0,202.0,8.0,2005730.0,2027200069.0,BX33,85.0,,-73.8968191485367,40.8166621966864,"(40.8166621966864, -73.89681914853675)",360050085005000.0,8500
2080147-1-DCA,Business,12/31/2023,Active,11/26/2018,Tobacco Retail Dealer,V & E DELI GROCERY CORP,,105,E CLARKE PL,,BRONX,NY,10452,347-597-7331,Bronx,2.0,204.0,16.0,2008050.0,2028400047.0,BX63,22102.0,,-73.9168150629818,40.8375354541042,"(40.83753545410419, -73.91681506298184)",360050221022001.0,22102
1327291-DCA,Business,12/31/2023,Active,07/28/2009,Tobacco Retail Dealer,ELIOT CONVENIENT AND GROCERY INC,QUICK STOP,7117,ELIOT AVE,,MIDDLE VILLAGE,NY,11379,718-898-1320,Queens,4.0,405.0,30.0,4435556.0,4028420139.0,QN21,669.0,,-73.8867929989171,40.7214980731244,"(40.72149807312443, -73.88679299891713)",360810669002002.0,66900
2039500-1-DCA,Business,12/31/2023,Active,06/24/2016,Tobacco Retail Dealer,CABA DELI GROCERY CORPORATION,,1419,E NEW YORK AVE,,BROOKLYN,NY,11212,347-500-6852,Brooklyn,3.0,316.0,41.0,3039487.0,3014720025.0,BK79,361.0,,-73.915567358599,40.6702395069142,"(40.67023950691418, -73.91556735859896)",360470361001000.0,36100
1127043-DCA,Business,12/31/2023,Active,11/20/2002,Tobacco Retail Dealer,"MOAZEB, SALEH M.",SUPREME DELI & GROCERY,9424,LIBERTY AVE,,OZONE PARK,NY,11417,718-925-0525,Queens,4.0,410.0,32.0,4191033.0,4091630055.0,QN56,86.0,,-73.8442831756937,40.6803400026558,"(40.68034000265582, -73.84428317569366)",360810086001011.0,8600
1217575-DCA,Business,12/31/2023,Active,01/13/2006,Tobacco Retail Dealer,"SEPANSKI, APRIL D",,N/E/C,BROADWAY,WEST   67 STREET,NEW YORK,NY,10023,718-204-0031,Manhattan,1.0,107.0,6.0,,,,,,-73.9822002524769,40.7746797025854,"(40.774679702585445, -73.98220025247693)",360610153026000.0,15302
1423419-DCA,Business,12/31/2023,Active,04/05/2012,Tobacco Retail Dealer,B-A DELI MART INC,,1360,E GUN HILL RD,,BRONX,NY,10469,347-615-0149,Bronx,2.0,211.0,12.0,2055371.0,2045640068.0,BX31,350.0,,-73.846329089854,40.8705011104462,"(40.870501110446234, -73.846329089854)",360050350001003.0,35000
2007994-1729-DCA,Business,12/31/2023,Active,05/13/2014,Tobacco Retail Dealer,11-7 DELI GROUP INC,,1632,DEKALB AVE,,BROOKLYN,NY,11237,718-381-3695,Brooklyn,3.0,304.0,37.0,3073937.0,3032490008.0,BK77,445.0,,-73.9189285750957,40.7045927440566,"(40.70459274405659, -73.91892857509573)",360470445001002.0,44500
2095541-1-DCA,Business,12/31/2023,Active,03/25/2020,Tobacco Retail Dealer,JEWEL CONVENIENCE INC.,,6934,MAIN ST,,FLUSHING,NY,11367,7187931980,Queens,4.0,408.0,24.0,4141703.0,4064980040.0,,,,-73.823726020638,40.7305012079733,"(40.7305012079733, -73.82372602063796)",360810809004007.0,80900
1041257-DCA,Business,12/31/2023,Active,07/15/2008,Tobacco Retail Dealer,RALPH & ANGELO FOOD STORES INC.,A & C SUPERETTE,884,MANOR RD,,STATEN ISLAND,NY,10314,7187610900,Staten Island,5.0,502.0,50.0,5106946.0,5007520416.0,SI05,18702.0,,-74.1208316078608,40.6050402517017,"(40.605040251701695, -74.12083160786081)",360850187041012.0,18704
1085485-DCA,Business,12/31/2023,Active,06/26/2001,Tobacco Retail Dealer,CITY ISLAND DELI INC.,,520,CITY ISLAND AVE,,BRONX,NY,10464,718-885-1083,Bronx,2.0,210.0,13.0,2082348.0,2056350009.0,BX10,516.0,,-73.789424161188,40.8525267921483,"(40.85252679214831, -73.78942416118802)",360050516011008.0,51601
2097091-1-DCA,Business,12/31/2023,Active,12/01/2020,Tobacco Retail Dealer,BANANA SUPERMARKET INC.,,145,RIDGEWOOD AVE,,BROOKLYN,NY,11208,3477895382,Brooklyn,3.0,305.0,37.0,3336135.0,3039110059.0,,,,-73.8833681449177,40.6830294771641,"(40.68302947716408, -73.88336814491765)",360471172021001.0,117202
2046260-1-DCA,Business,12/31/2023,Active,12/07/2016,Tobacco Retail Dealer,LUCKY LOTTERY & CONVENIENCE INC,,17829,HILLSIDE AVE,,JAMAICA,NY,11432,718-658-9569,Queens,4.0,408.0,24.0,4212925.0,4099370060.0,QN06,466.0,,-73.7850406151375,40.7123666891653,"(40.71236668916527, -73.7850406151375)",360810466002001.0,46600
1419455-DCA,Business,12/31/2023,Active,02/15/2012,Tobacco Retail Dealer,MUAMER INC.,,776,E 80TH ST,,BROOKLYN,NY,11236,718-444-5563,Brooklyn,3.0,318.0,46.0,3224225.0,3080000001.0,BK50,950.0,,-73.9135465059014,40.6357360804984,"(40.635736080498354, -73.91354650590138)",360470950001000.0,95000
1048979-DCA,Business,12/31/2023,Active,11/02/2000,Tobacco Retail Dealer,"SEPANSKI, MARK A",,N/E/C,COLUMBUS AVENUE,WEST   66 STREET,NEW YORK,NY,10023,718-204-7941,Manhattan,1.0,107.0,6.0,,,,,,-73.9815723246088,40.7736009218453,"(40.773600921845265, -73.98157232460876)",360610149002000.0,14900
1280777-DCA,Business,12/31/2023,Active,04/01/2008,Tobacco Retail Dealer,BROADWAY STOP N GO GROCERY INC.,,5311,BROADWAY,,WOODSIDE,NY,11377,917-686-7679,Queens,4.0,401.0,26.0,4439239.0,4011550036.0,QN63,295.0,,-73.9074922805596,40.7535725472869,"(40.7535725472869, -73.90749228055957)",360810295002007.0,29500
1352441-DCA,Business,12/31/2023,Active,04/30/2010,Tobacco Retail Dealer,133 FOOD CORP.,,133,LAFAYETTE AVE,,BROOKLYN,NY,11238,718-799-4608,Brooklyn,3.0,302.0,35.0,3059045.0,3021020069.0,BK68,181.0,,-73.9724699211058,40.687449479241,"(40.687449479240996, -73.97246992110581)",360470181001000.0,18100
2012439-1-DCA,Business,12/31/2023,Active,08/25/2014,Tobacco Retail Dealer,OCEAN GROCERY & DELI INC,,631,GRAVESEND NECK RD,,BROOKLYN,NY,11223,347-515-4159,Brooklyn,3.0,315.0,47.0,3193995.0,3071580027.0,BK25,392.0,,-73.9641257520694,40.5943797348364,"(40.59437973483641, -73.96412575206945)",360470392002002.0,39200
2095397-1-DCA,Business,12/31/2023,Active,03/16/2020,Tobacco Retail Dealer,BROOKLYN GAS GROUP LLC,,2978,CROPSEY AVE,,BROOKLYN,NY,11214,7182660219,Brooklyn,3.0,313.0,47.0,3187896.0,3069470301.0,,,,-73.9862151791367,40.5825544177787,"(40.58255441777868, -73.98621517913668)",360470348001023.0,34800
2041789-1-DCA,Business,12/31/2023,Active,08/02/2016,Tobacco Retail Dealer,149 GOURMET DELI INC,,781,SAINT NICHOLAS AVE,,NEW YORK,NY,10031,2123686183,Manhattan,1.0,109.0,9.0,1061543.0,1020640027.0,MN04,231.0,,-73.9430251371586,40.8267509335211,"(40.826750933521055, -73.94302513715861)",360610231002001.0,23100
1434163-DCA,Business,12/31/2023,Active,08/03/2012,Tobacco Retail Dealer,JRD GROCERY CORP.,,10260,43RD AVE,,CORONA,NY,11368,718-429-8686,Queens,4.0,404.0,21.0,4442990.0,4019780030.0,QN26,405.0,,-73.8624352627969,40.7472750080916,"(40.7472750080916, -73.86243526279686)",360810405011006.0,40501
2017418-1-DCA,Business,12/31/2023,Active,01/20/2015,Tobacco Retail Dealer,ATTA CARDS & GIFTS INC,,262,ARDEN AVE,,STATEN ISLAND,NY,10312,7183171800,Staten Island,5.0,503.0,51.0,5107725.0,5060250035.0,SI48,17010.0,,-74.1917330018709,40.5530834142581,"(40.553083414258076, -74.19173300187094)",360850170132000.0,17013
1286073-DCA,Business,12/31/2023,Active,05/19/2008,Tobacco Retail Dealer,"MARIN, ANDRES",GUADALUPANA DELI GROCERY STORE,8425,JAMAICA AVE,,WOODHAVEN,NY,11421,718-805-2116,Queens,4.0,409.0,32.0,4181523.0,4088530115.0,QN53,12.0,,-73.860319964395,40.6923909347534,"(40.69239093475344, -73.86031996439505)",360810012002005.0,1200
2044278-1-DCA,Business,12/31/2023,Active,09/29/2016,Tobacco Retail Dealer,LA POTENCIA DELI-GROCERY STORE CORP,,320,E 167TH ST,,BRONX,NY,10456,347-590-3991,Bronx,2.0,204.0,16.0,2002276.0,2024340065.0,BX14,175.0,,-73.9131480623802,40.831143059554,"(40.831143059554044, -73.91314806238024)",360050175005000.0,17500
1377487-DCA,Business,12/31/2023,Active,11/23/2010,Tobacco Retail Dealer,VILLAGE GOURMET GROCERY INC.,,102,2ND AVE,,NEW YORK,NY,10003,347-623-7763,Manhattan,1.0,103.0,2.0,1006227.0,1004470008.0,MN22,38.0,,-73.9885953339577,40.7273061757525,"(40.727306175752474, -73.98859533395773)",360610038005000.0,3800
1075571-DCA,Business,12/31/2023,Active,03/29/2001,Tobacco Retail Dealer,SHOP & SMILE GROCERIES INC.,,51,NEPTUNE AVE,,BROOKLYN,NY,11235,718-648-7080,Brooklyn,3.0,315.0,48.0,3246953.0,3087650095.0,BK17,608.0,,-73.9559957224046,40.5827554228571,"(40.58275542285715, -73.95599572240455)",360470608003007.0,60800
2015323-1-DCA,Business,12/31/2023,Active,11/06/2014,Tobacco Retail Dealer,"ROMI CARDS & GIFTS, INC.",,3161,AMBOY RD,,STATEN ISLAND,NY,10306,7183513271,Staten Island,5.0,503.0,51.0,5107641.0,5044720001.0,SI54,14606.0,,-74.1325114144066,40.5636631741369,"(40.56366317413691, -74.13251141440657)",360850146063000.0,14606
1294331-DCA,Business,12/31/2023,Active,07/31/2008,Tobacco Retail Dealer,SEHER NEWS INC.,,1494,SHEEPSHEAD BAY RD,,BROOKLYN,NY,11235,917-952-4748,Brooklyn,3.0,315.0,48.0,3000000.0,3074590019.0,BK17,606.0,,-73.9537785159595,40.5872807302636,"(40.587280730263615, -73.9537785159595)",360470606001001.0,60600
2104169-1-DCA,Business,12/31/2023,Active,03/01/2022,Tobacco Retail Dealer,PLAZA 55 GROCERY CORP,,5424,ROOSEVELT AVE,,WOODSIDE,NY,11377,7184249874,Queens,4.0,402.0,26.0,4030938.0,4013230001.0,,,,-73.9102327634027,40.7448079858238,"(40.74480798582379, -73.91023276340269)",360810251003002.0,25100
1305423-DCA,Business,12/31/2023,Active,12/03/2008,Tobacco Retail Dealer,WESTCHESTER DELI GROCERY INC.,,2397,WESTCHESTER AVE,,BRONX,NY,10461,718-794-9570,Bronx,2.0,210.0,18.0,2041693.0,2039730003.0,BX59,202.0,,-73.8462362216102,40.8371720159768,"(40.83717201597681, -73.84623622161021)",360050202002003.0,20200
1312029-DCA,Business,12/31/2023,Active,03/23/2009,Tobacco Retail Dealer,301 WEST SIDE CORP,,301,AMSTERDAM AVE,,NEW YORK,NY,10023,212-877-2253,Manhattan,1.0,107.0,6.0,1030047.0,1011460001.0,MN12,161.0,,-73.9805631274197,40.7800591219055,"(40.780059121905495, -73.98056312741967)",360610161005000.0,16100
2046040-1-DCA,Business,12/31/2023,Active,11/30/2016,Tobacco Retail Dealer,PACE CONVENIENCE INC.,,12,JOHN ST,,NEW YORK,NY,10038,646-299-9629,Manhattan,1.0,101.0,1.0,1001103.0,1000650020.0,MN25,1502.0,,-74.0091004439535,40.710003416284,"(40.71000341628404, -74.00910044395351)",360610015021001.0,1502
2039626-1-DCA,Business,12/31/2023,Active,06/28/2016,Tobacco Retail Dealer,ACATLAN FOOD INC,ACATLAN DELI AND GROCERY,585,MIDLAND AVE,,STATEN ISLAND,NY,10306,718-980-0089,Staten Island,5.0,502.0,50.0,5054740.0,5038110001.0,SI45,11202.0,,-74.092850433965,40.5721835364081,"(40.57218353640813, -74.09285043396505)",360850112033013.0,11203
2009589-2055-DCA,Business,12/31/2023,Active,06/13/2014,Tobacco Retail Dealer,CARILUIS CORP.,,14418,ROCKAWAY BLVD,,JAMAICA,NY,11436,718-322-3535,Queens,4.0,412.0,28.0,4261944.0,4120620158.0,QN76,790.0,,-73.7944553393495,40.6737292001252,"(40.673729200125216, -73.79445533934953)",360810790001002.0,79000
1374205-DCA,Business,12/31/2023,Active,10/12/2010,Tobacco Retail Dealer,14 BROTHERS DELI & GROCERY CORP.,,810,FAIRVIEW AVE,,RIDGEWOOD,NY,11385,718-456-7474,Queens,4.0,405.0,30.0,4083338.0,4034820025.0,QN20,585.0,,-73.9019484497109,40.704436804247,"(40.70443680424698, -73.90194844971089)",360810585003001.0,58500
2034772-1-DCA,Business,12/31/2023,Active,03/22/2016,Tobacco Retail Dealer,AIRPORT ENTERPRISES INC,BP,13344,150TH ST,,JAMAICA,NY,11436,718-659-0014,Queens,4.0,412.0,28.0,4263080.0,4121160001.0,QN76,788.0,,-73.7892869135151,40.6676428981059,"(40.66764289810592, -73.78928691351507)",360810788002005.0,78800
