,DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location,year,age
1869,2033982-1-DCA,Business,12/31/2023,Active,03/04/2016,Tobacco Retail Dealer,BEACH CHANNEL MARKET & DELI CORP.,,4321,BEACH CHANNEL DR,,FAR ROCKAWAY,NY,11691,917-502-3760,Queens,4.0,414.0,31.0,4301817.0,4158340030.0,,,,-73.7750493837207,40.59570773893806,"(40.59570773893806, -73.7750493837207)",2016,8
1870,2097556-1-DCA,Business,12/31/2023,Active,01/21/2021,Tobacco Retail Dealer,MANHATTAN AVE CONVENIENCE CORP,,969,MANHATTAN AVE,,BROOKLYN,NY,11222,9292334061,Brooklyn,3.0,301.0,33.0,3321477.0,3025400038.0,,,,-73.95460168050853,40.73221639340055,"(40.73221639340055, -73.95460168050853)",2021,3
1871,1214727-DCA,Business,12/31/2023,Active,11/18/2005,Tobacco Retail Dealer,"VASU CONVENIENCE, INC.",,11814,QUEENS BLVD,,FOREST HILLS,NY,11375,718-268-0564,Queens,4.0,406.0,29.0,4079995.0,4033470035.0,QN17,76902.0,,-73.83204577086026,40.714972794521536,"(40.714972794521536, -73.83204577086026)",2005,19
1872,2095538-1-DCA,Business,12/31/2023,Active,03/25/2020,Tobacco Retail Dealer,C & C INTERNATIONAL DELI GROCERY CORP.,C & C INTERNATIONAL DELI GROCERY CORP.,9820,41ST AVE,,CORONA,NY,11368,7183960320,Queens,4.0,404.0,21.0,4040421.0,4016140025.0,,,,-73.86623474255578,40.74768021710393,"(40.74768021710393, -73.86623474255578)",2020,4
1873,2080411-1-DCA,Business,12/31/2023,Active,12/04/2018,Tobacco Retail Dealer,RANCHERO RED CUP INC,,4462,21ST ST,,LONG ISLAND CITY,NY,11101,7183618884,Queens,4.0,402.0,26.0,4000452.0,4000520047.0,QN31,7.0,,-73.94745595965998,40.747836483227296,"(40.747836483227296, -73.94745595965998)",2018,6
1874,1289981-DCA,Business,12/31/2023,Active,06/19/2008,Tobacco Retail Dealer,PAOLA DELI GROCERY CORP.,,485,E 188TH ST,,BRONX,NY,10458,7183642675,Bronx,2.0,206.0,15.0,2011772.0,2030580001.0,BX06,387.0,,-73.89029816225118,40.858257778647,"(40.858257778647, -73.89029816225118)",2008,16
1875,2033579-1-DCA,Business,12/31/2023,Active,02/23/2016,Tobacco Retail Dealer,NIMRAN DELI CORP,,17023,JAMAICA AVE,,JAMAICA,NY,11432,718-262-8733,Queens,4.0,412.0,27.0,4209735.0,4098040001.0,,,,-73.78931303856048,40.70730225135152,"(40.707302251351514, -73.78931303856048)",2016,8
1876,2034624-1-DCA,Business,12/31/2023,Active,03/18/2016,Tobacco Retail Dealer,RONY'S DELI & GRILL INC,,792,ONDERDONK AVE,,RIDGEWOOD,NY,11385,3474220818,Queens,4.0,405.0,34.0,4082777.0,4034620034.0,QN20,551.0,,-73.90480404592581,40.70254531231632,"(40.70254531231632, -73.90480404592581)",2016,8
1877,2007231-1555-DCA,Business,12/31/2023,Active,04/30/2014,Tobacco Retail Dealer,MON CHER MARKET INC,,339,BROADWAY,,NEW YORK,NY,10013,,Manhattan,1.0,101.0,1.0,1001882.0,1001730031.0,MN24,33.0,,-74.00437570803815,40.716481330202186,"(40.716481330202186, -74.00437570803815)",2014,10
1878,2003835-1011-DCA,Business,12/31/2023,Active,02/24/2014,Tobacco Retail Dealer,"85TH STREET DELI, INC.",,8501,JAMAICA AVE,,WOODHAVEN,NY,11421,718-805-8908,Queens,4.0,409.0,32.0,4181687.0,4088590031.0,QN53,12.0,,-73.85896018119021,40.69253474926351,"(40.69253474926351, -73.85896018119021)",2014,10
1879,2046907-1-DCA,Business,12/31/2023,Active,12/29/2016,Tobacco Retail Dealer,RICHMOND GOURMET FOOD INC.,,1471,RICHMOND AVE,,STATEN ISLAND,NY,10314,718-524-7943,Staten Island,5.0,502.0,50.0,5127225.0,5015460023.0,SI05,29104.0,,-74.15921419827629,40.61244287579336,"(40.61244287579336, -74.15921419827629)",2016,8
1880,1055755-DCA,Business,12/31/2023,Active,12/06/2000,Tobacco Retail Dealer,"RELIABLE FOOD, INC.",,59,E 54TH ST,,NEW YORK,NY,10022,2127506363,Manhattan,1.0,105.0,4.0,1035749.0,1012900028.0,MN17,102.0,,-73.97310047373023,40.76008964007509,"(40.760089640075094, -73.97310047373023)",2000,24
1881,2078407-1-DCA,Business,12/31/2023,Active,09/21/2018,Tobacco Retail Dealer,MORNING STAR NEWS CORP.,,412,W 43RD ST,,NEW YORK,NY,10036,212-967-4570,Manhattan,1.0,104.0,3.0,1083748.0,1010520001.0,MN15,121.0,,-73.99296114287124,40.7594393165134,"(40.7594393165134, -73.99296114287124)",2018,6
1882,2066856-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,CANDY & NEWSSTAND INC,,4006,82ND ST,,ELMHURST,NY,11373,929-395-6527,Queens,4.0,404.0,25.0,4036892.0,4014920110.0,QN29,26901.0,,-73.88389794778148,40.74734804786542,"(40.74734804786542, -73.88389794778148)",2018,6
1883,2040908-1-DCA,Business,12/31/2023,Active,07/20/2016,Tobacco Retail Dealer,RED APPLE DELI CORP,,294,E 204TH ST,,BRONX,NY,10467,917-870-8066,Bronx,2.0,207.0,11.0,2094761.0,2033340027.0,BX43,425.0,,-73.8788148253911,40.87323234562064,"(40.873232345620636, -73.8788148253911)",2016,8
1884,2097658-1-DCA,Business,12/31/2023,Active,02/02/2021,Tobacco Retail Dealer,24 SEVEN SERVICES LLC,,2206A,FLATBUSH AVE,,BROOKLYN,NY,11234,2124705886,Brooklyn,3.0,318.0,46.0,3239475.0,3084860043.0,,,,-73.92978050192745,40.61617403575924,"(40.61617403575924, -73.92978050192745)",2021,3
1885,1053169-DCA,Business,12/31/2023,Active,12/14/2000,Tobacco Retail Dealer,"NUNEZ, MARIA",DARIS GROCERY,224,LINCOLN AVE,,BROOKLYN,NY,11208,718-277-4508,Brooklyn,3.0,305.0,37.0,3092433.0,3041330054.0,BK83,1184.0,,-73.86962027887168,40.68484823078967,"(40.68484823078967, -73.86962027887168)",2000,24
1886,2094159-1-DCA,Business,12/31/2023,Active,02/03/2020,Tobacco Retail Dealer,LA MILAGROSA GROCERY CORP,,1052,GERARD AVE,,BRONX,NY,10452,7185885884,Bronx,2.0,204.0,16.0,2002943.0,2024780001.0,,,,-73.92236541219361,40.83186874780587,"(40.83186874780587, -73.92236541219361)",2020,4
1887,2066624-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,LES GOURMET DELI CORP,,207,HENRY ST,,NEW YORK,NY,10002,347-645-9022,Manhattan,1.0,103.0,1.0,1003694.0,1002850015.0,MN28,6.0,,-73.98729547930218,40.71362616096571,"(40.71362616096571, -73.98729547930218)",2018,6
1888,1322683-DCA,Business,12/31/2023,Active,06/16/2009,Tobacco Retail Dealer,87th Street Grocery & Deli Inc,,8708,JAMAICA AVE,,WOODHAVEN,NY,11421,,Queens,4.0,409.0,32.0,4183995.0,4089250001.0,QN53,16.0,,-73.85693696704234,40.69263655331566,"(40.69263655331566, -73.85693696704234)",2009,15
1889,2037138-1-DCA,Business,12/31/2023,Active,05/05/2016,Tobacco Retail Dealer,CONTENTO FOOD CENTER INC.,,1999,MLK JR BLVD,,BRONX,NY,10453,7182943624,Bronx,2.0,205.0,14.0,2014698.0,2032160060.0,BX36,24502.0,,-73.91139664807453,40.85469132937373,"(40.85469132937373, -73.91139664807453)",2016,8
1890,2072643-1-DCA,Business,12/31/2023,Active,06/05/2018,Tobacco Retail Dealer,SUPER BEST DELI CORP,,201,W 242ND ST,,BRONX,NY,10471,718-938-6076,Bronx,2.0,208.0,11.0,2084211.0,2058011050.0,BX29,285.0,,-73.89858679233694,40.88950272779881,"(40.88950272779881, -73.89858679233694)",2018,6
1891,1349759-DCA,Business,12/31/2023,Active,04/12/2010,Tobacco Retail Dealer,"WEST FARM FRUIT MARKET, CORP.",,1001,E 167TH ST,,BRONX,NY,10459,646-542-9770,Bronx,2.0,203.0,17.0,2006184.0,2027540001.0,BX35,12101.0,,-73.8899561408463,40.82681954694534,"(40.82681954694534, -73.8899561408463)",2010,14
1892,2009900-2107-DCA,Business,12/31/2023,Active,06/23/2014,Tobacco Retail Dealer,216 SAL DELI & GROCERY CORP,,216,AVENUE B,,NEW YORK,NY,10009,212-477-1841,Manhattan,1.0,103.0,2.0,1005252.0,1004070037.0,MN22,34.0,,-73.97847459385697,40.72884453677296,"(40.72884453677296, -73.97847459385697)",2014,10
1893,2076696-1-DCA,Business,12/31/2023,Active,08/06/2018,Tobacco Retail Dealer,GAZAL INC.,7 ELEVEN STORE # 36478A,111,JOHN ST,,NEW YORK,NY,10038,2034375830,Manhattan,1.0,101.0,1.0,1001167.0,1000750030.0,MN25,1502.0,,-74.00576377348087,40.70767058299684,"(40.70767058299684, -74.00576377348087)",2018,6
1894,2038420-1-DCA,Business,12/31/2023,Active,05/31/2016,Tobacco Retail Dealer,KEVIN GROCERY STORE INC,,339,E 108TH ST,,NEW YORK,NY,10029,212-289-8477,Manhattan,1.0,111.0,8.0,1052807.0,1016800023.0,MN33,170.0,,-73.93956704826152,40.79109795785783,"(40.79109795785783, -73.93956704826152)",2016,8
1895,2097829-1-DCA,Business,12/31/2023,Active,02/25/2021,Tobacco Retail Dealer,JANJUA RAJPUT INC,,1845,WEBSTER AVE,,BRONX,NY,10457,7182944808,Bronx,2.0,205.0,15.0,2009389.0,2028920085.0,,,,-73.9016414893525,40.84647949992848,"(40.84647949992848, -73.9016414893525)",2021,3
1896,2070786-1-DCA,Business,12/31/2023,Active,05/09/2018,Tobacco Retail Dealer,SPRINGS FINEST DELI CORP.,,322,SPRING ST,,NEW YORK,NY,10013,212-343-2335,Manhattan,1.0,102.0,3.0,1010346.0,1005950073.0,MN24,37.0,,-74.00930106064614,40.72599986071974,"(40.72599986071974, -74.00930106064614)",2018,6
1897,1446251-DCA,Business,12/31/2023,Active,11/26/2012,Tobacco Retail Dealer,COLLADO DELI & GROCERY CORP,,221,CENTRAL AVE,,BROOKLYN,NY,11221,718-459-7154,Brooklyn,3.0,304.0,37.0,3074420.0,3032660009.0,BK78,421.0,,-73.92365816820401,40.69724000237387,"(40.69724000237387, -73.92365816820401)",2012,12
1898,1358137-DCA,Business,12/31/2023,Active,06/10/2010,Tobacco Retail Dealer,4 GOLD STAR GOURMET DELI CORP.,,3043,AVENUE V,,BROOKLYN,NY,11229,718-769-0401,Brooklyn,3.0,315.0,46.0,3200479.0,3073670036.0,BK17,570.0,,-73.93678826764156,40.59882275756235,"(40.59882275756235, -73.93678826764156)",2010,14
1899,2073264-1-DCA,Business,12/31/2023,Active,06/12/2018,Tobacco Retail Dealer,SUPER DAIRY MILL INC,,13720,CROSSBAY BLVD,,OZONE PARK,NY,11417,5167904677,Queens,4.0,410.0,32.0,4458765.0,4114090010.0,QN56,58.0,,-73.84300635448906,40.671368329874525,"(40.671368329874525, -73.84300635448906)",2018,6
1900,1370145-DCA,Business,12/31/2023,Active,09/09/2010,Tobacco Retail Dealer,PAULINO DELI GROCERY CORP.,,798,HUNTS POINT AVE,,BRONX,NY,10474,718-328-8932,Bronx,2.0,202.0,17.0,2006548.0,2027630190.0,BX27,117.0,,-73.88779475171025,40.81647261610407,"(40.81647261610407, -73.88779475171025)",2010,14
1901,2004058-1049-DCA,Business,12/31/2023,Active,02/27/2014,Tobacco Retail Dealer,ESPERANZA GROCERY CORP,,1665,GRAND CONCOURSE,,BRONX,NY,10452,718-294-0606,Bronx,2.0,204.0,14.0,2008023.0,2028380023.0,BX41,22702.0,,-73.91166747767872,40.84401737610318,"(40.84401737610318, -73.91166747767872)",2014,10
1902,2044868-1-DCA,Business,12/31/2023,Active,10/20/2016,Tobacco Retail Dealer,ISHIA NEWSTAND CORP,,3102,30TH AVE,,ASTORIA,NY,11102,917-640-0664,Queens,4.0,401.0,22.0,4008486.0,4006150035.0,QN70,63.0,,-73.92126434788848,40.76682617739387,"(40.76682617739387, -73.92126434788848)",2016,8
1903,2045436-1-DCA,Business,12/31/2023,Active,11/09/2016,Tobacco Retail Dealer,MANHATTAN VILLE DELI GOURMET INC,,1437,AMSTERDAM AVE,,NEW YORK,NY,10027,646-590-4900,Manhattan,1.0,109.0,9.0,1059624.0,1019700034.0,MN06,21303.0,,-73.95405292198829,40.81639454524497,"(40.81639454524497, -73.95405292198829)",2016,8
1904,2065560-1-DCA,Business,12/31/2023,Active,02/01/2018,Tobacco Retail Dealer,SHRIKANT V. TRIPATHI,Shree Newsstand,N/W/C,WEST   23 STREET,6 AVENUE,NEW YORK,NY,10010,2019204920,Manhattan,1.0,104.0,3.0,,,,,,-73.99280410305454,40.74291043907456,"(40.742910439074564, -73.99280410305454)",2018,6
1905,2076285-1-DCA,Business,12/31/2023,Active,07/27/2018,Tobacco Retail Dealer,5754 DELI INC,,5754,MASPETH AVE,,MASPETH,NY,11378,9179726118,Queens,4.0,405.0,30.0,4059765.0,4026700030.0,QN30,531.0,,-73.91248781044116,40.72321124246724,"(40.72321124246724, -73.91248781044116)",2018,6
1906,2106519-1-DCA,Business,12/31/2023,Active,06/03/2022,Tobacco Retail Dealer,"TAHER, ABU",,,10 AVENUE,WEST   15 STREET,NEW YORK,NY,10011,347-283-0369,Manhattan,1.0,104.0,3.0,,,,,,-74.00769750744338,40.742830808878,"(40.742830808878, -74.00769750744338)",2022,2
1907,1047033-DCA,Business,12/31/2023,Active,12/19/2000,Tobacco Retail Dealer,"CORNER GOURMET II, INC.",,66,W BROADWAY,,NEW YORK,NY,10007,212-406-2200,Manhattan,1.0,101.0,1.0,1001418.0,1001320001.0,MN24,21.0,,-74.00993074428283,40.71464748485561,"(40.71464748485561, -74.00993074428283)",2000,24
1908,2082288-1-DCA,Business,12/31/2023,Active,02/14/2019,Tobacco Retail Dealer,BLP MEAT MARKET CORP.,,72,CLINTON ST,,NEW YORK,NY,10002,212-254-0916,Manhattan,1.0,103.0,1.0,1004125.0,1003440173.0,MN28,2201.0,,-73.98497118074296,40.71925263995312,"(40.71925263995312, -73.98497118074296)",2019,5
1909,2094160-1-DCA,Business,12/31/2023,Active,02/03/2020,Tobacco Retail Dealer,BANI DELI GROCERY CORP,,1965,WEBSTER AVE,,BRONX,NY,10457,7182207673,Bronx,2.0,205.0,15.0,2013301.0,2031420094.0,,,,-73.89994908128637,40.84946154082522,"(40.849461540825224, -73.89994908128637)",2020,4
1910,1451753-DCA,Business,12/31/2023,Active,12/07/2012,Tobacco Retail Dealer,LOTTO AND PHOTO CENTER INC,,1391,MADISON AVE,,NEW YORK,NY,10029,212-360-6886,Manhattan,1.0,111.0,4.0,1051453.0,1016020050.0,MN33,16002.0,,-73.95388863219402,40.78758583106178,"(40.78758583106178, -73.95388863219402)",2012,12
1911,1353997-DCA,Business,12/31/2023,Active,05/12/2010,Tobacco Retail Dealer,"SHAYONA 1301 NEWS, INC",,1301,6TH AVE,,NEW YORK,NY,10019,2122467111,Manhattan,1.0,105.0,4.0,1023161.0,1010050029.0,MN17,131.0,,-73.97945680950716,40.76124374118634,"(40.76124374118634, -73.97945680950716)",2010,14
1912,1446513-DCA,Business,12/31/2023,Active,09/28/2012,Tobacco Retail Dealer,ROOSEVELT CANDY GROCERY CORP.,,7508,ROOSEVELT AVE,,JACKSON HTS,NY,11372,718-505-1653,Queens,4.0,404.0,25.0,4036732.0,4014860025.0,QN29,267.0,,-73.89030460454374,40.74695359400378,"(40.746953594003784, -73.89030460454374)",2012,12
1913,1443637-DCA,Business,12/31/2023,Active,08/30/2012,Tobacco Retail Dealer,GMRS CORPORATION,NEW GREEN LEAF DELI,518,AMSTERDAM AVE,,NEW YORK,NY,10024,212-877-7507,Manhattan,1.0,107.0,6.0,1033113.0,1012320036.0,MN12,171.0,,-73.97559217093466,40.78691177736751,"(40.78691177736751, -73.97559217093466)",2012,12
1914,2100789-2-DCA,Business,12/31/2024,Active,08/12/2021,Tobacco Retail Dealer,Felix Kerzhner,,,WEST  168 STREET,FORT WASHINGTON AVENUE,NEW YORK,NY,10032,201-615-4825,Manhattan,1.0,112.0,10.0,,,,,,-73.94227827092928,40.84215388602991,"(40.84215388602991, -73.94227827092928)",2021,3
1915,1391328-DCA,Business,12/31/2024,Active,05/11/2011,Tobacco Retail Dealer,KUBER CONVENIENCE INC.,,2416,149TH ST,,WHITESTONE,NY,11357,201-674-9225,Queens,4.0,407.0,19.0,4105578.0,4046590035.0,QN51,1047.0,,-73.8175951927358,40.77687248057583,"(40.776872480575825, -73.8175951927358)",2011,13
1916,1045795-DCA,Business,12/31/2023,Active,03/28/2008,Tobacco Retail Dealer,"BEST FRIENDS TIRES, INC.",,13819,HILLSIDE AVE,,JAMAICA,NY,11435,718-526-1500,Queens,4.0,408.0,24.0,4206392.0,4096250054.0,QN35,214.0,,-73.81582492744771,40.70415006582832,"(40.704150065828316, -73.81582492744771)",2008,16
1917,2010712-1-DCA,Business,12/31/2023,Active,07/16/2014,Tobacco Retail Dealer,STOP ONE GROCERY & DELI INC,,1101,ALLERTON AVE,,BRONX,NY,10469,9292476414,Bronx,2.0,211.0,13.0,2054010.0,2045210009.0,BX31,348.0,,-73.85562880901686,40.86544640545832,"(40.86544640545832, -73.85562880901686)",2014,10
1918,2104374-1-DCA,Business,12/31/2023,Active,03/09/2022,Tobacco Retail Dealer,AZ FOOD CENTER CORP,,2142,5TH AVE,,NEW YORK,NY,10037,3472725652,Manhattan,1.0,110.0,9.0,1053849.0,1017290034.0,,,,-73.93939783588634,40.81036036500463,"(40.81036036500463, -73.93939783588634)",2022,2
1919,2076866-1-DCA,Business,12/31/2023,Active,08/09/2018,Tobacco Retail Dealer,LA FAVORITA FOOD CORP,,392,E 201ST ST,,BRONX,NY,10458,718-770-0403,Bronx,2.0,207.0,11.0,2016440.0,2032800037.0,BX05,415.0,,-73.88204842100511,40.86857794613381,"(40.868577946133804, -73.88204842100511)",2018,6
1920,1228272-DCA,Business,12/31/2024,Active,05/25/2006,Tobacco Retail Dealer,RMDP NEWS INC.,,1936,PUTNAM AVE,,RIDGEWOOD,NY,11385,718-366-9807,Queens,4.0,405.0,30.0,4083338.0,4034820025.0,QN20,585.0,,-73.90292654611704,40.70396827820137,"(40.70396827820137, -73.90292654611704)",2006,18
1921,1238587-DCA,Business,12/31/2023,Active,09/08/2006,Tobacco Retail Dealer,FELOMAR GROCERY STORE INC.,,154,E 175TH ST,,BRONX,NY,10457,718-294-4035,Bronx,2.0,205.0,15.0,2007424.0,2027960028.0,BX41,22901.0,,-73.90811081791232,40.8467977313607,"(40.8467977313607, -73.90811081791232)",2006,18
1922,2043686-1-DCA,Business,12/31/2023,Active,09/14/2016,Tobacco Retail Dealer,"MCMICKEL, GERALDINE",McMickel Grocery Store,1169,BEDFORD AVE,,BROOKLYN,NY,11216,718-789-2364,Brooklyn,3.0,303.0,36.0,3051836.0,3018270009.0,BK75,245.0,,-73.9539101919457,40.68340872794345,"(40.68340872794345, -73.9539101919457)",2016,8
1923,1050281-DCA,Business,12/31/2023,Active,01/03/2001,Tobacco Retail Dealer,95TH AVE. GROCERY CORP.,,9625,95TH AVE,,OZONE PARK,NY,11416,718-323-0740,Queens,4.0,409.0,32.0,4187704.0,4090390026.0,QN53,32.0,,-73.84615591426225,40.68748717405718,"(40.68748717405718, -73.84615591426225)",2001,23
1924,2097435-1-DCA,Business,12/31/2023,Active,01/07/2021,Tobacco Retail Dealer,MILLENNIUM CIGARS INC,,388A,BEDFORD PARK BLVD,,BRONX,NY,10458,9173713984,Bronx,2.0,207.0,15.0,2016424.0,2032790062.0,,,,-73.8838941409988,40.86756702455489,"(40.86756702455489, -73.8838941409988)",2021,3
1925,2013823-1-DCA,Business,12/31/2023,Active,09/24/2014,Tobacco Retail Dealer,LEXINGTON DELI INC,,1332,LEXINGTON AVE,,NEW YORK,NY,10128,2129871500,Manhattan,1.0,108.0,4.0,1048099.0,1015170058.0,MN40,14802.0,,-73.95436246944833,40.78119353415017,"(40.78119353415017, -73.95436246944833)",2014,10
1926,1374861-DCA,Business,12/31/2023,Active,10/20/2010,Tobacco Retail Dealer,"SG FOOD CENTER, CORP.",,8821,169TH ST,,JAMAICA,NY,11432,718-291-2315,Queens,4.0,412.0,27.0,4210145.0,4098230004.0,QN61,460.0,,-73.79247938191708,40.70977280755343,"(40.70977280755343, -73.79247938191708)",2010,14
1927,1326099-DCA,Business,12/31/2023,Active,07/16/2009,Tobacco Retail Dealer,LA FLOR DE SANTA INES INC.,,731,CHURCH AVE,,BROOKLYN,NY,11218,718-854-4854,Brooklyn,3.0,312.0,39.0,3124384.0,3053300052.0,BK40,504.0,,-73.97232495764756,40.64577548468876,"(40.645775484688755, -73.97232495764756)",2009,15
1928,2034225-1-DCA,Business,12/31/2023,Active,03/09/2016,Tobacco Retail Dealer,SHAKESPEARE DELI & GROCERY INC,,1174,SHAKESPEARE AVE,,BRONX,NY,10452,7182930983,Bronx,2.0,204.0,16.0,2003074.0,2025060005.0,,,,-73.92343753325049,40.83598104421795,"(40.83598104421795, -73.92343753325049)",2016,8
1929,2106607-1-DCA,Business,12/31/2023,Active,06/08/2022,Tobacco Retail Dealer,A&O GROCERY CORP,,201,IRVING AVE,,BROOKLYN,NY,11237,3472950280,Brooklyn,3.0,304.0,37.0,3074519.0,3032700001.0,,,,-73.9186763032495,40.70147451142433,"(40.70147451142433, -73.9186763032495)",2022,2
1930,2045381-1-DCA,Business,12/31/2023,Active,11/07/2016,Tobacco Retail Dealer,HEIGHTS TOBACCO AND CANDY INC,,188,AUDUBON AVE,,NEW YORK,NY,10033,917-261-5966,Manhattan,1.0,112.0,10.0,1063155.0,1021310018.0,MN36,261.0,,-73.93549589988208,40.8444311449586,"(40.8444311449586, -73.93549589988208)",2016,8
1931,1210637-DCA,Business,12/31/2023,Active,09/21/2005,Tobacco Retail Dealer,"ADNADER, INC.",,218,SAINT NICHOLAS AVE,,NEW YORK,NY,10027,212-665-4542,Manhattan,1.0,110.0,9.0,1058485.0,1019260061.0,MN11,220.0,,-73.95288512746822,40.80742157743987,"(40.80742157743987, -73.95288512746822)",2005,19
1932,2080615-1-DCA,Business,12/31/2023,Active,12/11/2018,Tobacco Retail Dealer,MALEJO DELI GROCERY CORP.,,592,VAN NEST AVE,,BRONX,NY,10460,,Bronx,2.0,211.0,15.0,2042772.0,2040240008.0,BX37,240.0,,-73.86821651580142,40.84234281543596,"(40.842342815435956, -73.86821651580142)",2018,6
1933,2065549-1-DCA,Business,12/31/2023,Active,01/31/2018,Tobacco Retail Dealer,"ALQUTAINI, ADEL A.",AA SMOKE SHOP,8501,85TH ST,,WOODHAVEN,NY,11421,347-571-4874,Queens,4.0,409.0,32.0,4181934.0,4088640040.0,QN53,12.0,,-73.8600133102026,40.69589289107243,"(40.69589289107243, -73.8600133102026)",2018,6
1934,1354217-DCA,Business,12/31/2023,Active,05/13/2010,Tobacco Retail Dealer,"1517 NEW BANI GROCERY, INC.",,1517,LEXINGTON AVE,,NEW YORK,NY,10029,212-410-6922,Manhattan,1.0,111.0,5.0,1051741.0,1016250050.0,MN33,15802.0,,-73.95013346968452,40.786941999959744,"(40.786941999959744, -73.95013346968452)",2010,14
1935,1424327-DCA,Business,12/31/2023,Active,04/13/2012,Tobacco Retail Dealer,TANVIR A. SYED,PETER'S NEWSSTAND,N/E/C,QUEENS BOULEVARD,55 AVENUE,ELMHURST,NY,11373,646-258-6574,Queens,4.0,404.0,25.0,,,,,,-73.87601599872089,40.735633458384704,"(40.735633458384704, -73.87601599872089)",2012,12
1936,2010392-1-DCA,Business,12/31/2023,Active,07/07/2014,Tobacco Retail Dealer,"HI MANGO NATURAL MARKET V, INC.",,341,KNICKERBOCKER AVE,,BROOKLYN,NY,11237,7182915353,Brooklyn,3.0,304.0,37.0,3073857.0,3032470006.0,BK77,429.0,,-73.9221679918267,40.700991101756806,"(40.700991101756806, -73.9221679918267)",2014,10
1937,2044514-1-DCA,Business,12/31/2023,Active,10/06/2016,Tobacco Retail Dealer,COTTON GOURMET INC,,3,HANOVER SQ,,NEW YORK,NY,10004,2127973776,Manhattan,1.0,101.0,1.0,1000831.0,1000280001.0,MN25,7.0,,-74.00962270789789,40.70480753610175,"(40.70480753610175, -74.00962270789789)",2016,8
1938,2066219-1-DCA,Business,12/31/2023,Active,02/16/2018,Tobacco Retail Dealer,EL MANDO DELI INC,,611,GRAND CONCOURSE,,BRONX,NY,10451,6467532784,Bronx,2.0,204.0,8.0,2001076.0,2023480045.0,BX63,63.0,,-73.92650856119376,40.82027778089823,"(40.82027778089823, -73.92650856119376)",2018,6
1939,2065761-1-DCA,Business,12/31/2023,Active,02/06/2018,Tobacco Retail Dealer,LEXINGTON FRESH FARM INC,,802,LEXINGTON AVE,,NEW YORK,NY,10065,347-421-7772,Manhattan,1.0,108.0,4.0,1042021.0,1013960158.0,MN40,11402.0,,-73.96689343805879,40.7640157508557,"(40.7640157508557, -73.96689343805879)",2018,6
1940,2078825-1-DCA,Business,12/31/2023,Active,10/04/2018,Tobacco Retail Dealer,DONA JUANA GROCERY STORE INC,,21,W 176TH ST,,BRONX,NY,10453,7187169873,Bronx,2.0,205.0,14.0,2008520.0,2028670155.0,BX36,217.0,,-73.91312182726237,40.84846765112548,"(40.84846765112548, -73.91312182726237)",2018,6
1941,1317381-DCA,Business,12/31/2023,Active,05/07/2009,Tobacco Retail Dealer,LA VINA FOOD CORP.,,89,W KINGSBRIDGE RD,,BRONX,NY,10468,718-543-6324,Bronx,2.0,208.0,14.0,2015249.0,2032480006.0,BX28,26701.0,,-73.9007596765791,40.86821678719824,"(40.868216787198236, -73.9007596765791)",2009,15
1942,2007793-1669-DCA,Business,12/31/2023,Active,05/08/2014,Tobacco Retail Dealer,"MINTO, MOJAJA",,S/W/C,EAST  FORDHAM ROAD,WEBSTER AVENUE,BRONX,NY,10458,3475759532,Bronx,2.0,207.0,15.0,,,,,,-73.8913806653553,40.86170065844651,"(40.86170065844651, -73.8913806653553)",2014,10
1943,2097408-1-DCA,Business,12/31/2023,Active,01/05/2021,Tobacco Retail Dealer,BRONX M & E DELI GROCERY CORP,,732,E 187TH ST,,BRONX,NY,10458,9173376014,Bronx,2.0,206.0,15.0,2012837.0,2031020030.0,,,,-73.88311216288588,40.853749408089925,"(40.853749408089925, -73.88311216288588)",2021,3
1944,1299645-DCA,Business,12/31/2023,Active,09/17/2008,Tobacco Retail Dealer,WOODSIDE FOOD CENTER CORP.,,5115,BROADWAY,,WOODSIDE,NY,11377,631-848-2665,Queens,4.0,401.0,26.0,4025916.0,4011540110.0,QN63,295.0,,-73.9085166726573,40.75405644099386,"(40.754056440993864, -73.9085166726573)",2008,16
1945,2096204-1-DCA,Business,12/31/2023,Active,08/14/2020,Tobacco Retail Dealer,JUNCTION GROCERY & DISCOUNT STORE INC,,4910,JUNCTION BLVD,,ELMHURST,NY,11373,9294290109,Queens,4.0,404.0,25.0,4437285.0,4018770029.0,,,,-73.86750197378751,40.74200553296877,"(40.74200553296877, -73.86750197378751)",2020,4
1946,2080954-1-DCA,Business,12/31/2023,Active,12/27/2018,Tobacco Retail Dealer,SOOTTA SMOKE SHOP CORP,,501,HUDSON ST,,NEW YORK,NY,10014,347-264-4667,Manhattan,1.0,102.0,3.0,1011738.0,1006300048.0,MN23,75.0,,-74.00640102954736,40.73315838094328,"(40.73315838094328, -74.00640102954736)",2018,6
